Country	date	total	cum	increment	double1	double2	double3	double7
France - Guadeloupe	2020-04-01	11	125	11	102400	2262.74169979695	634.96042078728	148.599428913695
Kosovo	2020-04-02	0	125	7	6400	565.685424949238	251.984209978975	99.9999999999999
Kosovo	2020-04-01	13	125	6	3200	400	200	90.5723664263906
Moldova	2020-03-24	16	125	4	800	200	125.992104989487	74.2997144568474
Iraq	2020-03-16	8	124	9	25600	1131.37084989848	400	121.901365420447
Cyprus	2020-03-24	8	124	5	1600	282.842712474619	158.74010519682	82.0335356007638
Latvia	2020-03-21	13	124	3	400	141.42135623731	100	67.2950096316178
Kuwait	2020-03-16	11	123	14	819200	6400.00000000001	1269.92084157456	200
Vietnam	2020-03-23	10	123	9	25600	1131.37084989848	400	121.901365420447
Albania	2020-03-24	19	123	8	12800	800	317.48021039364	110.408951367381
Montenegro	2020-04-01	14	123	7	6400	565.685424949238	251.984209978975	99.9999999999999
Bolivia	2020-04-02	8	123	6	3200	400	200	90.5723664263906
Slovak Republic	2020-03-19	18	123	4	800	200	125.992104989487	74.2997144568474
Romania	2020-03-14	34	123	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Sri Lanka	2020-03-30	5	122	12	204800	3200	800	164.067071201527
Denmark - Faroe Islands	2020-03-24	4	122	6	3200	400	200	90.5723664263906
Japan	2020-02-22	17	122	6	3200	400	200	90.5723664263906
Azerbaijan	2020-03-26	29	122	5	1600	282.842712474619	158.74010519682	82.0335356007638
Brunei	2020-03-28	5	120	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Lebanon	2020-03-17	10	120	6	3200	400	200	90.5723664263906
Afghanistan	2020-03-29	10	120	5	1600	282.842712474619	158.74010519682	82.0335356007638
Spain	2020-03-02	36	120	1	100	70.7106781186548	62.9960524947437	55.2044756836906
San Marino	2020-03-19	0	119	9	25600	1131.37084989848	400	121.901365420447
West Bank and Gaza	2020-03-31	3	119	9	25600	1131.37084989848	400	121.901365420447
San Marino	2020-03-18	10	119	8	12800	800	317.48021039364	110.408951367381
Venezuela	2020-03-29	0	119	8	12800	800	317.48021039364	110.408951367381
Venezuela	2020-03-28	12	119	7	6400	565.685424949238	251.984209978975	99.9999999999999
India	2020-03-16	6	119	6	3200	400	200	90.5723664263906
Senegal	2020-03-27	14	119	5	1600	282.842712474619	158.74010519682	82.0335356007638
Cuba	2020-03-28	39	119	3	400	141.42135623731	100	67.2950096316178
Poland	2020-03-15	16	119	2	200	100	79.37005259841	60.9506827102238
United States	2020-03-03	20	118	8	12800	800	317.48021039364	110.408951367381
Denmark - Faroe Islands	2020-03-23	3	118	5	1600	282.842712474619	158.74010519682	82.0335356007638
Mexico	2020-03-19	25	118	3	400	141.42135623731	100	67.2950096316178
Saudi Arabia	2020-03-16	15	118	3	400	141.42135623731	100	67.2950096316178
Singapore	2020-03-05	7	117	22	209715200	102400	8063.49471932719	441.635805469524
Sri Lanka	2020-03-29	4	117	11	102400	2262.74169979695	634.96042078728	148.599428913695
Georgia	2020-04-01	7	117	10	51200	1600	503.968419957949	134.590019263236
Canada	2020-03-12	9	117	5	1600	282.842712474619	158.74010519682	82.0335356007638
Malaysia	2020-03-09	18	117	5	1600	282.842712474619	158.74010519682	82.0335356007638
Costa Rica	2020-03-21	28	117	3	400	141.42135623731	100	67.2950096316178
Indonesia	2020-03-15	21	117	2	200	100	79.37005259841	60.9506827102238
Peru	2020-03-17	31	117	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Iraq	2020-03-15	6	116	8	12800	800	317.48021039364	110.408951367381
West Bank and Gaza	2020-03-30	7	116	8	12800	800	317.48021039364	110.408951367381
France - Mayotte	2020-04-02	22	116	6	3200	400	200	90.5723664263906
Kyrgyzstan	2020-04-02	5	116	6	3200	400	200	90.5723664263906
Cyprus	2020-03-23	21	116	4	800	200	125.992104989487	74.2997144568474
South Africa	2020-03-18	54	116	3	400	141.42135623731	100	67.2950096316178
Brunei	2020-03-27	1	115	12	204800	3200	800	164.067071201527
Bolivia	2020-04-01	8	115	5	1600	282.842712474619	158.74010519682	82.0335356007638
Denmark - Faroe Islands	2020-03-22	23	115	4	800	200	125.992104989487	74.2997144568474
Armenia	2020-03-19	31	115	3	400	141.42135623731	100	67.2950096316178
Morocco	2020-03-22	19	115	3	400	141.42135623731	100	67.2950096316178
North Macedonia	2020-03-22	30	115	2	200	100	79.37005259841	60.9506827102238
United Kingdom	2020-03-05	30	115	2	200	100	79.37005259841	60.9506827102238
Estonia	2020-03-14	36	115	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Brunei	2020-03-26	5	114	11	102400	2262.74169979695	634.96042078728	148.599428913695
France - Guadeloupe	2020-03-31	8	114	10	51200	1600	503.968419957949	134.590019263236
Thailand	2020-03-15	32	114	8	12800	800	317.48021039364	110.408951367381
Tunisia	2020-03-24	25	114	4	800	200	125.992104989487	74.2997144568474
Burkina Faso	2020-03-24	15	114	3	400	141.42135623731	100	67.2950096316178
Russia	2020-03-17	24	114	3	400	141.42135623731	100	67.2950096316178
Switzerland	2020-03-05	24	114	2	200	100	79.37005259841	60.9506827102238
Sri Lanka	2020-03-28	7	113	10	51200	1600	503.968419957949	134.590019263236
United Arab Emirates	2020-03-18	15	113	8	12800	800	317.48021039364	110.408951367381
Vietnam	2020-03-22	19	113	8	12800	800	317.48021039364	110.408951367381
India	2020-03-15	11	113	5	1600	282.842712474619	158.74010519682	82.0335356007638
Andorra	2020-03-22	25	113	3	400	141.42135623731	100	67.2950096316178
Kuwait	2020-03-15	8	112	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Kosovo	2020-03-31	18	112	5	1600	282.842712474619	158.74010519682	82.0335356007638
Jordan	2020-03-22	27	112	4	800	200	125.992104989487	74.2997144568474
Portugal	2020-03-13	53	112	2	200	100	79.37005259841	60.9506827102238
Dominican Republic	2020-03-21	40	112	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Kazakhstan	2020-03-26	30	111	5	1600	282.842712474619	158.74010519682	82.0335356007638
Kyrgyzstan	2020-04-01	4	111	5	1600	282.842712474619	158.74010519682	82.0335356007638
Nigeria	2020-03-29	22	111	4	800	200	125.992104989487	74.2997144568474
France - Reunion	2020-03-25	17	111	3	400	141.42135623731	100	67.2950096316178
Latvia	2020-03-20	25	111	2	200	100	79.37005259841	60.9506827102238
Philippines	2020-03-14	47	111	2	200	100	79.37005259841	60.9506827102238
Ecuador	2020-03-18	53	111	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Singapore	2020-03-04	0	110	21	104857600	72407.7343935026	6400	399.999999999999
Singapore	2020-03-03	2	110	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Cambodia	2020-04-02	1	110	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Georgia	2020-03-31	7	110	9	25600	1131.37084989848	400	121.901365420447
Iraq	2020-03-14	9	110	7	6400	565.685424949238	251.984209978975	99.9999999999999
Bahrain	2020-03-10	15	110	6	3200	400	200	90.5723664263906
Egypt	2020-03-15	1	110	6	3200	400	200	90.5723664263906
Lebanon	2020-03-16	0	110	5	1600	282.842712474619	158.74010519682	82.0335356007638
Malta	2020-03-24	3	110	5	1600	282.842712474619	158.74010519682	82.0335356007638
Afghanistan	2020-03-28	0	110	4	800	200	125.992104989487	74.2997144568474
Lebanon	2020-03-15	17	110	4	800	200	125.992104989487	74.2997144568474
Afghanistan	2020-03-27	16	110	3	400	141.42135623731	100	67.2950096316178
Honduras	2020-03-29	15	110	3	400	141.42135623731	100	67.2950096316178
Kenya	2020-04-02	29	110	3	400	141.42135623731	100	67.2950096316178
Uruguay	2020-03-21	16	110	3	400	141.42135623731	100	67.2950096316178
Cambodia	2020-04-01	0	109	12	204800	3200	800	164.067071201527
Cambodia	2020-03-31	2	109	11	102400	2262.74169979695	634.96042078728	148.599428913695
Brunei	2020-03-25	5	109	10	51200	1600	503.968419957949	134.590019263236
San Marino	2020-03-17	0	109	7	6400	565.685424949238	251.984209978975	99.9999999999999
West Bank and Gaza	2020-03-29	11	109	7	6400	565.685424949238	251.984209978975	99.9999999999999
Congo (Kinshasa)	2020-04-01	11	109	6	3200	400	200	90.5723664263906
Montenegro	2020-03-31	18	109	6	3200	400	200	90.5723664263906
San Marino	2020-03-16	8	109	6	3200	400	200	90.5723664263906
Egypt	2020-03-14	29	109	5	1600	282.842712474619	158.74010519682	82.0335356007638
Oman	2020-03-26	10	109	5	1600	282.842712474619	158.74010519682	82.0335356007638
Moldova	2020-03-23	15	109	3	400	141.42135623731	100	67.2950096316178
Panama	2020-03-19	23	109	3	400	141.42135623731	100	67.2950096316178
Belgium	2020-03-06	59	109	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Singapore	2020-03-02	2	108	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Chinese Taipei	2020-03-19	8	108	6	3200	400	200	90.5723664263906
Canada	2020-03-11	29	108	4	800	200	125.992104989487	74.2997144568474
United Kingdom - Channel Islands	2020-03-29	11	108	3	400	141.42135623731	100	67.2950096316178
Norway	2020-03-06	21	108	2	200	100	79.37005259841	60.9506827102238
Cambodia	2020-03-30	4	107	10	51200	1600	503.968419957949	134.590019263236
Australia	2020-03-10	16	107	6	3200	400	200	90.5723664263906
Venezuela	2020-03-27	0	107	6	3200	400	200	90.5723664263906
Venezuela	2020-03-26	16	107	5	1600	282.842712474619	158.74010519682	82.0335356007638
Bolivia	2020-03-31	10	107	4	800	200	125.992104989487	74.2997144568474
Kyrgyzstan	2020-03-31	13	107	4	800	200	125.992104989487	74.2997144568474
Malta	2020-03-23	17	107	4	800	200	125.992104989487	74.2997144568474
Mauritius	2020-03-29	5	107	3	400	141.42135623731	100	67.2950096316178
Singapore	2020-03-01	4	106	18	13107200	25600	3200	297.198857827389
France - Guadeloupe	2020-03-30	0	106	9	25600	1131.37084989848	400	121.901365420447
Sri Lanka	2020-03-27	0	106	9	25600	1131.37084989848	400	121.901365420447
France - Guadeloupe	2020-03-29	4	106	8	12800	800	317.48021039364	110.408951367381
Sri Lanka	2020-03-26	4	106	8	12800	800	317.48021039364	110.408951367381
Japan	2020-02-21	11	105	5	1600	282.842712474619	158.74010519682	82.0335356007638
Senegal	2020-03-26	6	105	4	800	200	125.992104989487	74.2997144568474
Croatia	2020-03-19	24	105	3	400	141.42135623731	100	67.2950096316178
Slovak Republic	2020-03-18	33	105	3	400	141.42135623731	100	67.2950096316178
Kuwait	2020-03-14	24	104	12	204800	3200	800	164.067071201527
Brunei	2020-03-24	13	104	9	25600	1131.37084989848	400	121.901365420447
Albania	2020-03-23	15	104	7	6400	565.685424949238	251.984209978975	99.9999999999999
Uzbekistan	2020-03-28	16	104	4	800	200	125.992104989487	74.2997144568474
Austria	2020-03-08	25	104	2	200	100	79.37005259841	60.9506827102238
Korea	2020-02-20	73	104	0	50	50	50	50
Cambodia	2020-03-29	4	103	9	25600	1131.37084989848	400	121.901365420447
Georgia	2020-03-30	12	103	8	12800	800	317.48021039364	110.408951367381
Iceland	2020-03-12	18	103	5	1600	282.842712474619	158.74010519682	82.0335356007638
Hungary	2020-03-21	18	103	4	800	200	125.992104989487	74.2997144568474
Serbia	2020-03-19	20	103	3	400	141.42135623731	100	67.2950096316178
Saudi Arabia	2020-03-15	0	103	2	200	100	79.37005259841	60.9506827102238
Poland	2020-03-14	35	103	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Saudi Arabia	2020-03-14	17	103	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Singapore	2020-02-29	9	102	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
France - Guadeloupe	2020-03-28	29	102	7	6400	565.685424949238	251.984209978975	99.9999999999999
Sri Lanka	2020-03-25	0	102	7	6400	565.685424949238	251.984209978975	99.9999999999999
Sri Lanka	2020-03-24	5	102	6	3200	400	200	90.5723664263906
India	2020-03-14	20	102	4	800	200	125.992104989487	74.2997144568474
Colombia	2020-03-19	9	102	3	400	141.42135623731	100	67.2950096316178
Mauritius	2020-03-28	8	102	2	200	100	79.37005259841	60.9506827102238
New Zealand	2020-03-23	0	102	2	200	100	79.37005259841	60.9506827102238
New Zealand	2020-03-22	50	102	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Iraq	2020-03-13	30	101	6	3200	400	200	90.5723664263906
San Marino	2020-03-15	21	101	5	1600	282.842712474619	158.74010519682	82.0335356007638
Cote d'Ivoire	2020-03-28	0	101	4	800	200	125.992104989487	74.2997144568474
Cote d'Ivoire	2020-03-27	5	101	3	400	141.42135623731	100	67.2950096316178
Sweden	2020-03-06	7	101	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Chinese Taipei	2020-03-18	23	100	5	1600	282.842712474619	158.74010519682	82.0335356007638
Israel	2020-03-12	21	100	4	800	200	125.992104989487	74.2997144568474
France	2020-02-29	43	100	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Cambodia	2020-03-28	0	99	8	12800	800	317.48021039364	110.408951367381
Cambodia	2020-03-27	3	99	7	6400	565.685424949238	251.984209978975	99.9999999999999
Greece	2020-03-12	0	99	4	800	200	125.992104989487	74.2997144568474
Malaysia	2020-03-08	6	99	4	800	200	125.992104989487	74.2997144568474
Oman	2020-03-25	15	99	4	800	200	125.992104989487	74.2997144568474
Greece	2020-03-11	10	99	3	400	141.42135623731	100	67.2950096316178
Senegal	2020-03-25	13	99	3	400	141.42135623731	100	67.2950096316178
Burkina Faso	2020-03-23	24	99	2	200	100	79.37005259841	60.9506827102238
United Arab Emirates	2020-03-17	0	98	7	6400	565.685424949238	251.984209978975	99.9999999999999
United States	2020-03-02	24	98	7	6400	565.685424949238	251.984209978975	99.9999999999999
United Arab Emirates	2020-03-16	0	98	6	3200	400	200	90.5723664263906
West Bank and Gaza	2020-03-28	7	98	6	3200	400	200	90.5723664263906
Congo (Kinshasa)	2020-03-31	17	98	5	1600	282.842712474619	158.74010519682	82.0335356007638
United Arab Emirates	2020-03-15	13	98	5	1600	282.842712474619	158.74010519682	82.0335356007638
Niger	2020-04-02	24	98	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Turkey	2020-03-18	51	98	0	50	50	50	50
Sri Lanka	2020-03-23	15	97	5	1600	282.842712474619	158.74010519682	82.0335356007638
Argentina	2020-03-19	18	97	3	400	141.42135623731	100	67.2950096316178
Bolivia	2020-03-30	16	97	3	400	141.42135623731	100	67.2950096316178
Ukraine	2020-03-24	24	97	2	200	100	79.37005259841	60.9506827102238
United Kingdom - Channel Islands	2020-03-28	9	97	2	200	100	79.37005259841	60.9506827102238
Cambodia	2020-03-26	0	96	6	3200	400	200	90.5723664263906
Cambodia	2020-03-25	5	96	5	1600	282.842712474619	158.74010519682	82.0335356007638
Cote d'Ivoire	2020-03-26	16	96	2	200	100	79.37005259841	60.9506827102238
Morocco	2020-03-21	19	96	2	200	100	79.37005259841	60.9506827102238
Indonesia	2020-03-14	27	96	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Bahrain	2020-03-09	10	95	5	1600	282.842712474619	158.74010519682	82.0335356007638
Cyprus	2020-03-22	11	95	3	400	141.42135623731	100	67.2950096316178
Honduras	2020-03-28	27	95	2	200	100	79.37005259841	60.9506827102238
United Kingdom - Isle of Man	2020-04-02	27	95	2	200	100	79.37005259841	60.9506827102238
Iran	2020-02-25	34	95	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Belarus	2020-03-29	0	94	11	102400	2262.74169979695	634.96042078728	148.599428913695
Trinidad and Tobago	2020-04-02	4	94	11	102400	2262.74169979695	634.96042078728	148.599428913695
Belarus	2020-03-28	0	94	10	51200	1600	503.968419957949	134.590019263236
Belarus	2020-03-27	8	94	9	25600	1131.37084989848	400	121.901365420447
Vietnam	2020-03-21	3	94	7	6400	565.685424949238	251.984209978975	99.9999999999999
France - Mayotte	2020-04-01	0	94	5	1600	282.842712474619	158.74010519682	82.0335356007638
Bulgaria	2020-03-19	2	94	4	800	200	125.992104989487	74.2997144568474
France - Mayotte	2020-03-31	12	94	4	800	200	125.992104989487	74.2997144568474
Japan	2020-02-20	10	94	4	800	200	125.992104989487	74.2997144568474
Kosovo	2020-03-30	0	94	4	800	200	125.992104989487	74.2997144568474
Kosovo	2020-03-29	3	94	3	400	141.42135623731	100	67.2950096316178
Kyrgyzstan	2020-03-30	10	94	3	400	141.42135623731	100	67.2950096316178
Afghanistan	2020-03-26	10	94	2	200	100	79.37005259841	60.9506827102238
France - Reunion	2020-03-24	23	94	2	200	100	79.37005259841	60.9506827102238
Moldova	2020-03-22	14	94	2	200	100	79.37005259841	60.9506827102238
Uruguay	2020-03-20	15	94	2	200	100	79.37005259841	60.9506827102238
Czech Republic	2020-03-12	3	94	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Mauritius	2020-03-27	13	94	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Sweden	2020-03-05	59	94	0	50	50	50	50
Singapore	2020-02-28	0	93	16	3276800	12800	2015.8736798318	243.802730840895
Singapore	2020-02-27	0	93	15	1638400	9050.96679918782	1600	220.817902734762
Singapore	2020-02-26	2	93	14	819200	6400.00000000001	1269.92084157456	200
France - Martinique	2020-03-30	0	93	7	6400	565.685424949238	251.984209978975	99.9999999999999
France - Martinique	2020-03-29	0	93	6	3200	400	200	90.5723664263906
France - Martinique	2020-03-28	12	93	5	1600	282.842712474619	158.74010519682	82.0335356007638
Azerbaijan	2020-03-25	6	93	4	800	200	125.992104989487	74.2997144568474
Lebanon	2020-03-14	16	93	3	400	141.42135623731	100	67.2950096316178
Malaysia	2020-03-07	10	93	3	400	141.42135623731	100	67.2950096316178
Bosnia and Herzegovina	2020-03-21	4	93	2	200	100	79.37005259841	60.9506827102238
Colombia	2020-03-18	28	93	2	200	100	79.37005259841	60.9506827102238
Mexico	2020-03-18	11	93	2	200	100	79.37005259841	60.9506827102238
Ghana	2020-03-25	40	93	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Bulgaria	2020-03-18	25	92	3	400	141.42135623731	100	67.2950096316178
Denmark - Faroe Islands	2020-03-21	12	92	3	400	141.42135623731	100	67.2950096316178
Singapore	2020-02-25	2	91	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Brunei	2020-03-23	3	91	8	12800	800	317.48021039364	110.408951367381
Georgia	2020-03-29	1	91	7	6400	565.685424949238	251.984209978975	99.9999999999999
Vietnam	2020-03-20	6	91	6	3200	400	200	90.5723664263906
Australia	2020-03-09	15	91	5	1600	282.842712474619	158.74010519682	82.0335356007638
Cameroon	2020-03-28	0	91	5	1600	282.842712474619	158.74010519682	82.0335356007638
Montenegro	2020-03-30	6	91	5	1600	282.842712474619	158.74010519682	82.0335356007638
West Bank and Gaza	2020-03-27	7	91	5	1600	282.842712474619	158.74010519682	82.0335356007638
Cambodia	2020-03-24	4	91	4	800	200	125.992104989487	74.2997144568474
Cameroon	2020-03-27	16	91	4	800	200	125.992104989487	74.2997144568474
Venezuela	2020-03-25	7	91	4	800	200	125.992104989487	74.2997144568474
Kosovo	2020-03-28	5	91	2	200	100	79.37005259841	60.9506827102238
Czech Republic	2020-03-11	50	91	0	50	50	50	50
Trinidad and Tobago	2020-04-01	3	90	10	51200	1600	503.968419957949	134.590019263236
Georgia	2020-03-28	7	90	6	3200	400	200	90.5723664263906
Algeria	2020-03-20	3	90	4	800	200	125.992104989487	74.2997144568474
Malta	2020-03-22	17	90	3	400	141.42135623731	100	67.2950096316178
Russia	2020-03-16	27	90	2	200	100	79.37005259841	60.9506827102238
Switzerland	2020-03-04	34	90	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Denmark	2020-03-09	55	90	0	50	50	50	50
Ireland	2020-03-13	47	90	0	50	50	50	50
Singapore	2020-02-24	0	89	12	204800	3200	800	164.067071201527
Singapore	2020-02-23	4	89	11	102400	2262.74169979695	634.96042078728	148.599428913695
Albania	2020-03-22	13	89	6	3200	400	200	90.5723664263906
Nigeria	2020-03-28	19	89	3	400	141.42135623731	100	67.2950096316178
Tunisia	2020-03-23	14	89	3	400	141.42135623731	100	67.2950096316178
Costa Rica	2020-03-20	20	89	2	200	100	79.37005259841	60.9506827102238
Greece	2020-03-10	16	89	2	200	100	79.37005259841	60.9506827102238
Bosnia and Herzegovina	2020-03-20	26	89	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Slovenia	2020-03-12	32	89	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Romania	2020-03-13	40	89	0	50	50	50	50
Brunei	2020-03-22	5	88	7	6400	565.685424949238	251.984209978975	99.9999999999999
United Kingdom - Gibraltar	2020-04-02	7	88	6	3200	400	200	90.5723664263906
Uzbekistan	2020-03-27	13	88	3	400	141.42135623731	100	67.2950096316178
Andorra	2020-03-21	13	88	2	200	100	79.37005259841	60.9506827102238
United Kingdom - Channel Islands	2020-03-27	22	88	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Trinidad and Tobago	2020-03-31	5	87	9	25600	1131.37084989848	400	121.901365420447
Algeria	2020-03-19	13	87	3	400	141.42135623731	100	67.2950096316178
Azerbaijan	2020-03-24	15	87	3	400	141.42135623731	100	67.2950096316178
Cambodia	2020-03-23	3	87	3	400	141.42135623731	100	67.2950096316178
Norway	2020-03-05	31	87	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Belarus	2020-03-26	0	86	8	12800	800	317.48021039364	110.408951367381
Belarus	2020-03-25	5	86	7	6400	565.685424949238	251.984209978975	99.9999999999999
Panama	2020-03-18	17	86	2	200	100	79.37005259841	60.9506827102238
Senegal	2020-03-24	7	86	2	200	100	79.37005259841	60.9506827102238
Kosovo	2020-03-27	15	86	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Latvia	2020-03-19	15	86	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Peru	2020-03-16	43	86	0	50	50	50	50
Saudi Arabia	2020-03-13	41	86	0	50	50	50	50
Singapore	2020-02-22	0	85	10	51200	1600	503.968419957949	134.590019263236
Singapore	2020-02-21	1	85	9	25600	1131.37084989848	400	121.901365420447
Vietnam	2020-03-19	10	85	5	1600	282.842712474619	158.74010519682	82.0335356007638
Bahrain	2020-03-08	0	85	4	800	200	125.992104989487	74.2997144568474
Iceland	2020-03-11	16	85	4	800	200	125.992104989487	74.2997144568474
Montenegro	2020-03-29	1	85	4	800	200	125.992104989487	74.2997144568474
United Arab Emirates	2020-03-14	0	85	4	800	200	125.992104989487	74.2997144568474
Bahrain	2020-03-07	25	85	3	400	141.42135623731	100	67.2950096316178
Hungary	2020-03-20	12	85	3	400	141.42135623731	100	67.2950096316178
Jordan	2020-03-21	0	85	3	400	141.42135623731	100	67.2950096316178
United Arab Emirates	2020-03-13	0	85	3	400	141.42135623731	100	67.2950096316178
Jordan	2020-03-20	16	85	2	200	100	79.37005259841	60.9506827102238
United Arab Emirates	2020-03-12	11	85	2	200	100	79.37005259841	60.9506827102238
North Macedonia	2020-03-21	18	85	1	100	70.7106781186548	62.9960524947437	55.2044756836906
United Kingdom	2020-03-04	34	85	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Singapore	2020-02-20	0	84	8	12800	800	317.48021039364	110.408951367381
Rwanda	2020-04-02	2	84	7	6400	565.685424949238	251.984209978975	99.9999999999999
Singapore	2020-02-19	3	84	7	6400	565.685424949238	251.984209978975	99.9999999999999
West Bank and Gaza	2020-03-26	25	84	4	800	200	125.992104989487	74.2997144568474
Japan	2020-02-19	10	84	3	400	141.42135623731	100	67.2950096316178
Montenegro	2020-03-28	2	84	3	400	141.42135623731	100	67.2950096316178
Oman	2020-03-24	18	84	3	400	141.42135623731	100	67.2950096316178
Venezuela	2020-03-24	7	84	3	400	141.42135623731	100	67.2950096316178
Armenia	2020-03-18	6	84	2	200	100	79.37005259841	60.9506827102238
Cambodia	2020-03-22	31	84	2	200	100	79.37005259841	60.9506827102238
Cyprus	2020-03-21	17	84	2	200	100	79.37005259841	60.9506827102238
Kyrgyzstan	2020-03-29	26	84	2	200	100	79.37005259841	60.9506827102238
Afghanistan	2020-03-25	10	84	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Spain	2020-03-01	39	84	0	50	50	50	50
Brunei	2020-03-21	5	83	6	3200	400	200	90.5723664263906
Georgia	2020-03-27	4	83	5	1600	282.842712474619	158.74010519682	82.0335356007638
Malaysia	2020-03-06	33	83	2	200	100	79.37005259841	60.9506827102238
Serbia	2020-03-18	18	83	2	200	100	79.37005259841	60.9506827102238
Lithuania	2020-03-21	34	83	0	50	50	50	50
Trinidad and Tobago	2020-03-30	4	82	8	12800	800	317.48021039364	110.408951367381
Thailand	2020-03-14	7	82	7	6400	565.685424949238	251.984209978975	99.9999999999999
Rwanda	2020-04-01	7	82	6	3200	400	200	90.5723664263906
Sri Lanka	2020-03-22	5	82	4	800	200	125.992104989487	74.2997144568474
France - Mayotte	2020-03-30	19	82	3	400	141.42135623731	100	67.2950096316178
India	2020-03-13	9	82	3	400	141.42135623731	100	67.2950096316178
Montenegro	2020-03-27	13	82	2	200	100	79.37005259841	60.9506827102238
Mexico	2020-03-17	29	82	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Netherlands	2020-03-05	44	82	0	50	50	50	50
Belarus	2020-03-24	0	81	6	3200	400	200	90.5723664263906
Singapore	2020-02-18	4	81	6	3200	400	200	90.5723664263906
Belarus	2020-03-23	5	81	5	1600	282.842712474619	158.74010519682	82.0335356007638
United Kingdom - Gibraltar	2020-04-01	12	81	5	1600	282.842712474619	158.74010519682	82.0335356007638
Congo (Kinshasa)	2020-03-30	16	81	4	800	200	125.992104989487	74.2997144568474
France - Martinique	2020-03-27	15	81	4	800	200	125.992104989487	74.2997144568474
Kazakhstan	2020-03-25	9	81	4	800	200	125.992104989487	74.2997144568474
Bolivia	2020-03-29	7	81	2	200	100	79.37005259841	60.9506827102238
Croatia	2020-03-18	16	81	2	200	100	79.37005259841	60.9506827102238
Kenya	2020-04-01	22	81	2	200	100	79.37005259841	60.9506827102238
Mauritius	2020-03-26	33	81	0	50	50	50	50
Kuwait	2020-03-13	0	80	11	102400	2262.74169979695	634.96042078728	148.599428913695
Kuwait	2020-03-12	8	80	10	51200	1600	503.968419957949	134.590019263236
Egypt	2020-03-13	13	80	4	800	200	125.992104989487	74.2997144568474
San Marino	2020-03-14	0	80	4	800	200	125.992104989487	74.2997144568474
San Marino	2020-03-13	11	80	3	400	141.42135623731	100	67.2950096316178
Cuba	2020-03-27	13	80	2	200	100	79.37005259841	60.9506827102238
Denmark - Faroe Islands	2020-03-20	8	80	2	200	100	79.37005259841	60.9506827102238
Cote d'Ivoire	2020-03-25	7	80	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Moldova	2020-03-21	14	80	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Georgia	2020-03-26	4	79	4	800	200	125.992104989487	74.2997144568474
Canada	2020-03-10	2	79	3	400	141.42135623731	100	67.2950096316178
Israel	2020-03-11	4	79	3	400	141.42135623731	100	67.2950096316178
Argentina	2020-03-18	11	79	2	200	100	79.37005259841	60.9506827102238
Austria	2020-03-07	24	79	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Senegal	2020-03-23	12	79	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Uruguay	2020-03-19	29	79	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Estonia	2020-03-13	63	79	0	50	50	50	50
Germany	2020-02-29	31	79	0	50	50	50	50
Trinidad and Tobago	2020-03-29	4	78	7	6400	565.685424949238	251.984209978975	99.9999999999999
Brunei	2020-03-20	3	78	5	1600	282.842712474619	158.74010519682	82.0335356007638
Armenia	2020-03-17	26	78	1	100	70.7106781186548	62.9960524947437	55.2044756836906
Paraguay	2020-04-02	8	77	6	3200	400	200	90.5723664263906
Singapore	2020-02-17	2	77	5	1600	282.842712474619	158.74010519682	82.0335356007638
